伶	龄,冷,铃,另,磷,邻,陵,灵,玲,凝,林,零,临,怜,领,令,凌,岭
疙	葛,格,隔,课,个,歌,棵,哥,可,革,胳,壳,阁,克,各,科,割,渴,客,鸽,颗,刻,戈
蛙	娃,哇,封,佳,桂,崖,挂,挖,瓦
璃	逆,黎,厉,梨,理,李,利,立,离,礼,吏,厘,莉,历,哩,隶,你,丽,拟,尼,励,力,里,泥,日,例,粒
妥	托,拖,女,驼,要,脱
肪	凡,范,杭,泛,犯,妨,饭,房,反,仿,航,纺,方,贩,烦,番,繁,返,翻,放,芳,防,访
玷	奠,垫,贴,淀,电,殿,粘,点,占,店,颠,战,沾,典,站
腰	姚,咬,摇,邀,要,耀,药,遥
层	城,曾,称,诚,程,呈,成,惩,撑,乘,承
茧	碱,蒋,讲,匠,简,见,减,尖,箭,键,降,姜,剪,渐,奖,剑,件,健,建,江,疆,检,坚,将,兼,监,肩,鉴,间,艰,舰,僵,践,奸,歼,浆
契	汽,期,岂,骑,凄,栖,棋,气,奇,齐,旗,起,其,弃,歧,器,企,漆,戚,七,启,妻,欺
鳍	汽,期,鲜,岂,骑,凄,栖,棋,气,奇,齐,旗,起,其,弃,歧,器,企,漆,戚,鱼,七,契,启,妻,欺
颓	退,腿,推
锐	瑞
芦	努,辱,录,怒,炉,儒,如,露,入,奴,陆,路,鲁,乳,碌,卢,鹿
拖	托,驼,脱,妥
剿	胶,骄,郊,焦,角,搅,脚,较,缴,教,交,轿,娇,叫
支	字,执,肢,滞,址,姿,致,稚,旨,志,直,滋,制,脂,织,技,汁,知,纸,指,资,兹,自,职,鼓,止,质,歧,紫,芝,值,智,之,置,秩,治,子,至,殖,植,只,枝
挟	鞋,携,谢,斜,峡,狭,写,些,协,谐,械,歇,邪,夹,卸,泄,胁
兵	饼,冰,滨,并,丙,宾,病
秀	修,羞,绣,袖,透,休,诱,朽
哄	鸿,轰,洪,红,宏,共
稳	急,温,吻,翁,文,隐,纹,问,闻
吕	绿,宫,女,虑,旅,铝,率,履,律,氯,驴
眉	没,美,妹,梅,枚,煤,每,霉,媒
柱	阻,煮,驻,租,贮,嘱,主,祝,往,助,筑,珠,足,住,竹,铸,逐,组,祖,诸,猪,朱,株,族,注
谦	前,千,强,潜,迁,钱,歉,遣,墙,嫌,欠,腔,廉,兼,签,赚,抢,浅,铅,牵,枪
泰	台,太,抬,胎,态
徙	晰,戏,袭,析,悉,稀,习,吸,希,席,西,嘻,锡,细,隙,夕,息,溪,牺,系,惜,洗,喜,媳
娄	柔,楼,数,肉,漏
造	招,遭,罩,爪,灶,找,早,兆,藻,召,照,燥,糟,赵
策	测,彻,车,扯,撤,册,侧
古	姑,骨,股,故,苦,固,酷,鼓,雇,咕,库,孤,枯,谷,哭,裤,顾,估
抱	保,胞,暴,包,炮,宝,堡,泡,饱,薄,爆,报,跑
埋	迈,卖,童,理,著,里,麦,买,脉
周	州,轴,走,骤,调,昼,雕,奏,皱,宙,洲
疹	诊,争,整,珍,症,振,政,怎,挣,侦,证,睁,镇,阵,郑,真,针,蒸,震,贞,正,征
牺	晰,戏,袭,析,悉,稀,习,吸,希,席,西,嘻,锡,细,隙,夕,息,溪,系,惜,洗,喜,媳
瘦	收,搜,售,兽,受,守,疗,首,疼,寿,病,手,授
佛	抚,扶,忽,副,服,湖,富,糊,乎,赋,复,夫,沸,傅,妇,覆,幅,肤,呼,父,辅,伏,付,胡,符,户,互,弗,腹,赴,咐,缚,浮,府,福,护,虎,腐,辐,负,甫,附
禅	阐,缠,惨,参,肠,厂,唱,尝,偿,残,昌,蚕,场,畅,倡,常,颤,餐,产
镐	高,搞,靠,告,考,稿
巩	功,宫,控,工,孔,贡,弓,供,空,共,公,攻,恐,恭
纯	寸,村,存,醇,唇,春
蹄	体,踢,替,题,帝,梯,提
呜	物,吴,五,乌,雾,舞,屋,无,务,污,悟,午,伍,武,吾,误
叁	衫,珊,扇,丧,散,善,闪,陕,三,桑,山,嗓
迁	前,千,强,潜,钱,歉,谦,遣,墙,欠,腔,签,抢,纤,浅,铅,牵,枪
日	黎,厉,梨,理,李,利,立,离,礼,吏,厘,莉,历,哩,隶,丽,励,里,力,例,粒,璃
银	鹰,英,映,姻,吟,赢,影,因,迎,殷,隐,盈,应,印,阴,引,硬,营,颖,婴,音,饮
压	芽,押,雅,哑,鸦,鸭,崖,牙,呀,亚
炸	作,咋,杂,昨,扎
满	忙,蛮,漫,茫,慢,曼,盲
惊	禁,净,静,金,京,敬,凉,近,精,谅,劲,锦,筋,镜,津,晋,境,景,竟,浸,尽,巾,经,井,茎,警,颈,竞,掠,进,仅,睛,晶,紧,谨,今,径,斤
艰	碱,蒋,讲,匠,简,见,减,尖,箭,键,降,姜,剪,渐,奖,剑,件,健,建,江,疆,检,坚,将,兼,监,肩,鉴,间,舰,僵,践,奸,歼,浆
搭	答,打,给,塔,合,哈,拾,达,恰,大
光	广,贯,惯,罐,况,框,官,观,冠,管,灌,关,馆,狂,矿
药	姚,咬,摇,腰,邀,约,要,耀,遥
搔	稍,扫,梢,少,嫂,绍,哨,烧
硫	柳,纽,流,瘤,刘,牛,留,溜,扭,六
转	状,壮,赚,装,撞,砖,钻,庄,专
嘀	底,帝,弟,递,低,抵,蒂,第,滴,迪,堤,敌
缰	碱,蒋,讲,匠,简,见,减,尖,箭,键,降,姜,剪,渐,奖,剑,件,健,建,江,疆,检,坚,将,兼,监,肩,鉴,间,艰,舰,僵,践,奸,歼,浆
敬	禁,净,静,惊,金,京,近,精,劲,锦,筋,镜,津,晋,境,景,竟,浸,尽,巾,经,井,茎,警,颈,竞,进,仅,睛,晶,紧,谨,今,径,斤
璧	闭,笔,比,彼,逼,毕,壁,辟,蔽,鼻,碧,必,币,弊,避,臂
收	搜,瘦,售,兽,受,守,首,寿,手,授
鸭	芽,押,雅,压,哑,鸦,崖,牙,呀,亚
摹	默,莫,慕,漠,摸,沫,陌,墓,幕,膜,摩,末,墨,魔,抹,模,磨
蚤	招,遭,造,罩,爪,灶,找,早,兆,藻,召,照,燥,糟,赵
约	曰,越,药,的,岳,悦,跃,月,阅
卷	誉,捐,倦,券
税	髓,虽,碎,岁,睡,遂,随,水
播	玻,拨,勃,脖,博,膊,波,剥,驳,搏,伯,卜
抛	泡,跑,炮
旧	舅,究,久,酒,救,九,纠,就
法	罚,伐,哈,阀,乏,发
表	彪,标
紧	禁,净,静,惊,金,京,敬,近,精,劲,锦,筋,镜,津,晋,境,景,竟,浸,尽,巾,经,井,茎,警,颈,竞,进,仅,睛,晶,谨,今,径,斤
囚	球,求,丘,秋
冬	冻,懂,洞,动,东,董
霉	没,美,妹,海,梅,悔,枚,煤,每,眉,媒
因	鹰,英,映,姻,吟,赢,影,迎,殷,隐,盈,应,印,阴,引,硬,营,颖,婴,音,饮,银
缭	辽,疗,鸟,料,僚,尿,聊
捷	借,界,介,截,街,姐,皆,劫,戒,届,杰,接,洁,竭,阶,节,结,解,揭
耘	孕,允,运,匀,晕,动,云,蕴,韵
臼	舅,究,旧,久,酒,救,九,纠,就
犀	晰,戏,袭,析,悉,稀,习,吸,希,席,西,嘻,锡,细,隙,夕,息,溪,牺,系,惜,洗,喜,媳
弱	逻,螺,萝,络,若,落,裸,洛,罗
移	异,逸,够,役,医,抑,毅,义,一,益,议,疑,亦,乙,姨,宜,蚁,椅,多,译,疫,谊,亿,已,衣,依,遗,矣,易,仪,以,艺,伊,意,忆,翼
瞬	顺,孙,损
家	驾,夹,架,嫁,佳,钾,甲,假,加,嘉,贾,稼,价
晋	禁,净,静,惊,金,京,敬,近,精,劲,锦,筋,镜,津,境,景,竟,浸,尽,巾,经,井,茎,警,颈,竞,进,仅,睛,晶,紧,谨,今,径,斤
尿	辽,疗,鸟,料,僚,聊
遍	变,辩,扁,编,辨,鞭,篇,骗,便,边,偏
触	础,储,粗,初,出,楚,促,畜,厨,处,除
已	异,逸,役,医,抑,毅,义,一,益,议,疑,亦,乙,姨,宜,蚁,椅,移,译,疫,谊,亿,衣,依,遗,矣,易,仪,以,艺,伊,意,忆,翼
杭	含,妨,房,寒,防,汉,仿,航,纺,方,罕,喊,涵,韩,放,芳,函,访,旱,汗
扯	测,策,彻,车,撤,册,侧
旋	悬,选,玄,宣
红	鸿,轰,哄,洪,宏
宪	享,项,显,乡,象,献,鲜,线,香,县,贤,想,现,翔,祥,箱,掀,橡,相,腺,弦,仙,嫌,响,详,险,限,先,纤,陷,像,湘,向,闲
瓤	朗,郎,嚷,然,壤,让,染,浪,燃,狼,廊
宵	效,萧,硝,销,孝,消,笑,晓,校,小,肖
竹	阻,柱,煮,驻,租,贮,嘱,主,祝,助,筑,珠,足,住,铸,逐,组,祖,诸,猪,朱,株,族,注
励	逆,黎,厉,梨,理,李,边,利,立,离,礼,吏,动,厘,莉,历,哩,劫,隶,你,丽,拟,尼,力,里,泥,日,例,粒,璃
蟆	马,蚂,嘛,吗,麻,妈,码,玛,骂
腾	疼,藤
版	榜,斑,板,饭,邦,反,膀,半,傍,伴,帮,班,棒,搬,扮,办,颁,返,般
益	异,逸,役,医,抑,毅,义,一,议,疑,亦,乙,姨,宜,蚁,椅,移,译,疫,谊,亿,已,衣,依,遗,矣,易,仪,以,艺,伊,意,忆,翼
甜	天,填,田,甘,添
愕	恶,鹅,鄂,俄,饿,额
敏	命,鸣,明,民,名
桃	挑,陶,涛,萄,兆,讨,淘,套,逃,掏
埂	坑,跟,耕,更,根
乓	判,盼,盘,叛,潘,庞,攀,旁,胖
绿	女,虑,旅,铝,率,履,录,逮,吕,律,剥,碌,氯,驴
鞭	变,遍,辩,扁,编,辨,便,边
社	涉,设,色,舍,摄,蛇,射,舌
妨	凡,范,杭,泛,犯,饭,房,反,仿,航,纺,方,贩,烦,番,繁,旅,返,翻,放,芳,防,访
怯	切,窃,且
捣	盗,倒,岛,稻,导,蹈,刀,到,道
涧	碱,蒋,讲,匠,简,见,减,尖,箭,键,降,姜,剪,渐,奖,剑,件,健,建,江,疆,检,坚,将,兼,监,肩,鉴,间,艰,舰,僵,践,奸,歼,浆
夷	异,逸,役,医,抑,毅,义,一,益,议,疑,亦,乙,姨,宜,蚁,椅,移,译,疫,谊,亿,已,衣,依,遗,矣,易,仪,以,艺,伊,意,忆,翼
研	焰,氧,阳,厌,严,言,养,验,颜,洋,央,沿,样,宴,燕,咽,秧,扬,盐,眼,炎,艳,烟,延,演,杨,掩,衍,仰,羊,岩
燥	招,遭,造,罩,爪,灶,找,早,兆,藻,召,照,操,糟,赵
内	泪,蕾,类,勒,雷,累,呐,纳
醉	嘴,最,罪,配,追,酬,酒
销	萧,孝,笑,校,梢,效,稍,晓,小,肖,悄,哨,硝,消
文	温,吻,翁,纹,稳,问,闻
弯	万,汪,往,网,湾,忘,亡,旺,完,玩,顽,望,碗,挽,晚,妄,王
编	变,遍,辩,扁,辨,鞭,篇,骗,便,边,偏
钳	前,千,强,潜,甘,迁,钱,歉,谦,遣,墙,甜,欠,腔,签,抢,浅,铅,牵,枪
仰	焰,氧,阳,厌,严,言,养,验,颜,洋,央,沿,样,宴,燕,咽,秧,扬,盐,研,眼,炎,艳,烟,延,演,杨,掩,衍,羊,岩
意	异,逸,役,医,抑,毅,义,一,益,议,疑,亦,乙,姨,宜,蚁,椅,移,译,疫,谊,亿,已,衣,依,遗,矣,易,仪,以,艺,伊,忆,翼
笙	生,审,渗,婶,伸,升,身,绳,肾,省,什,慎,圣,声,申,牲,神,剩,深,沈,僧,胜,甚,盛
铸	阻,柱,煮,涛,驻,寿,租,贮,嘱,主,祝,助,筹,筑,珠,足,住,竹,逐,组,祖,诸,猪,朱,株,族,注
吆	姚,咬,摇,腰,邀,要,耀,药,遥
颈	禁,净,静,惊,金,京,敬,近,精,劲,锦,筋,镜,津,晋,境,景,竟,浸,尽,巾,经,井,茎,警,竞,进,仅,睛,晶,紧,谨,今,径,斤
癣	悬,选,旋,玄,宣
棉	勉,面,免,绵,锦,眠
堂	坦,滩,躺,谈,倘,碳,糖,炭,探,贪,坛,塘,汤,唐,趟,叹,摊
隶	逆,黎,厉,梨,理,李,利,立,离,礼,吏,厘,莉,历,哩,你,丽,拟,尼,励,力,里,泥,日,例,粒,璃
狸	逆,黎,厉,梨,理,李,利,立,离,童,礼,吏,厘,莉,历,埋,著,哩,隶,你,丽,拟,尼,励,力,里,泥,日,例,粒,璃
侥	胶,骄,郊,焦,角,搅,脚,较,缴,教,交,轿,娇,叫
坡	玻,披,皮,波,疲,婆,迫,泊,破,彼,被,皱,泼,颇
皿	监,命,鸣,盒,猛,盐,明,民,名,孟,盆,敏
幽	游,友,优,由,又,邮,犹,油,悠,右,忧,有,诱,幼,尤
狂	琴,广,况,框,王,矿,斑,班,宽,光,款
咙	农,绒,溶,熔,容,笼,浓,融,龙,隆,荣,拢,垄,弄
其	汽,期,岂,骑,凄,栖,棋,气,奇,齐,斯,旗,起,弃,歧,器,企,漆,戚,七,契,启,妻,欺
蒋	碱,讲,匠,简,见,减,尖,箭,键,降,姜,剪,渐,奖,剑,件,健,建,江,疆,检,坚,将,兼,监,肩,鉴,间,艰,舰,僵,践,奸,歼,浆
廊	懒,郎,篮,烂,栏,滥,嚷,囊,浪,拦,兰,览,让,蓝,朗,狼,壤
尤	游,友,优,由,又,邮,犹,油,幽,悠,右,忧,有,诱,幼
长	葬,账,展,粘,章,占,掌,涨,脏,障,仗,张,战,沾,丈,胀,帐,站
嚼	掘,觉,决,绝
淆	效,萧,硝,销,孝,消,笑,晓,校,小,肖
喊	凡,含,范,杭,泛,犯,饭,减,寒,反,汉,航,贩,罕,烦,番,繁,返,翻,涵,韩,函,旱,汗
督	叔,渡,杜,赌,独,毒,淑,堵,读,肚,度
琐	所,说,锁,索,缩
自	字,执,肢,滞,址,姿,致,稚,旨,志,直,滋,制,脂,织,支,汁,知,纸,指,资,兹,职,止,质,紫,芝,值,智,之,置,秩,治,子,至,殖,植,只,枝
悲	贝,菲,杯,排,匪,非,卑,北,背,碑,备,被,辈,倍
努	录,鲁,露,怒,炉,路,鹿,芦,碌,奴,卢,陆
有	游,友,优,由,又,邮,犹,油,幽,悠,右,忧,诱,幼,尤
端	喘,瑞,短,锻,断,段
壤	朗,郎,嚷,然,让,染,浪,燃,狼,廊
省	生,审,渗,婶,伸,升,身,绳,肾,什,慎,圣,声,申,牲,神,剩,深,沈,僧,胜,甚,盛
握	窝,我,卧
徐	序,吁,需,除,绪,许,斜,叙,须,途,余,蓄,涂,续,虚
辐	抚,扶,忽,副,服,湖,富,糊,乎,赋,复,夫,傅,妇,覆,幅,肤,呼,父,佛,辅,伏,付,胡,符,户,互,弗,腹,赴,咐,缚,浮,府,福,护,虎,腐,负,甫,附
湖	抚,扶,忽,副,服,富,糊,乎,赋,复,夫,傅,妇,覆,幅,肤,呼,父,佛,辅,伏,付,胡,符,户,互,弗,腹,赴,咐,缚,浮,府,福,护,虎,腐,辐,负,甫,附
战	暂,贴,账,展,粘,章,长,占,掌,涨,障,仗,张,咱,沾,丈,胀,赞,帐,站
殉	训,讯,旬,寻,迅,询,逊,循,巡
狱	与,裕,玉,育,愚,誉,语,豫,遇,雨,宇,愉,喻,于,愈,渔,预,余,予,欲,寓,域,郁,娱,羽,舆,鱼,御,浴
嘶	市,实,司,寺,尸,四,使,拾,室,适,食,世,私,是,施,逝,势,死,识,师,石,试,诗,始,释,蚀,斯,撕,十,湿,思,式,似,士,示,氏,丝,史,事,饲,视,驶,时,饰,失
百	摆,拜,白,柏,败
磨	默,莫,漠,摸,麻,沫,陌,膜,摩,末,墨,魔,抹,模
雪	灵,穴,扫,霜,寻,学,雷,雾,雨,血,削
而	耳,尔,儿,二
屡	绿,女,虑,旅,铝,率,履,吕,律,氯,驴
迭	跌,爹,蝶,叠
袍	泡,饱,包,跑,抛,抱,炮
鹃	捐,倦,卷
迹	基,挤,集,济,鸡,寂,脊,际,机,既,疾,祭,技,亦,及,辑,吉,恋,级,急,变,极,蛮,积,饥,即,几,击,己,绩,肌,激,忌,计,季,继,寄,籍,剂,记,纪
霎	霜,撒,雾,雨,砂,沙,洒,杀,厦,雷,傻,纱,萨,刹,啥,雪
噩	恶,鹅,鄂,俄,饿,额
珊	上,衫,赏,陕,三,商,散,善,伤,闪,山,扇,尚
射	社,涉,设,身,躲,色,舍,摄,蛇,舌
岩	焰,氧,阳,厌,严,言,养,验,颜,洋,央,沿,样,宴,燕,咽,秧,扬,盐,研,眼,炎,艳,烟,延,演,杨,掩,衍,仰,羊
氯	绿,女,虑,旅,铝,率,履,吕,律,驴
轿	胶,骄,桥,侨,郊,焦,角,搅,乔,脚,较,缴,教,交,娇,叫
茸	绒,溶,熔,容,笼,融,耸,龙,隆,耻,荣,职,拢,联,垄,耳
蝇	鹰,英,映,姻,吟,赢,影,因,迎,殷,隐,盈,应,印,阴,引,硬,营,颖,婴,音,饮,银
婉	万,汪,往,网,湾,忘,亡,旺,完,玩,顽,望,碗,挽,晚,妄,王,弯
狐	抚,扶,忽,副,服,湖,富,糊,抓,乎,赋,复,夫,傅,妇,覆,幅,肤,瓜,呼,父,佛,辅,伏,付,胡,符,户,互,弗,腹,赴,咐,缚,浮,孤,府,福,护,虎,腐,辐,负,甫,附
惨	渗,阐,苍,藏,缠,参,残,仓,蚕,禅,颤,舱,餐,产
柜	规,跪,鬼,巨,距,拒,愧,桂,贵,硅,轨,亏,龟,矩,归,溃
胧	农,绒,溶,熔,容,笼,浓,融,龙,隆,荣,拢,垄,弄
鳞	淋,龄,铃,另,您,磷,邻,陵,灵,玲,林,零,临,领,令,凌,岭
盹	敦,顿,蹲,吨,盾
叠	跌,爹,蝶
故	姑,骨,股,苦,固,酷,鼓,雇,咕,库,孤,古,枯,谷,哭,裤,顾,估
唬	抚,扶,忽,副,服,湖,富,糊,乎,赋,复,夫,傅,妇,覆,幅,肤,呼,父,佛,辅,伏,付,胡,符,户,互,弗,腹,赴,咐,缚,浮,府,福,护,虎,腐,辐,负,甫,附
黔	前,千,强,潜,迁,钱,歉,谦,遣,墙,欠,腔,签,抢,浅,铅,牵,枪
资	次,字,执,肢,滞,址,姿,致,稚,旨,志,直,滋,制,脂,织,支,汁,知,纸,指,兹,自,职,止,质,紫,芝,值,智,之,置,秩,治,子,至,殖,植,只,枝
闷	闭,蒙,萌,猛,闯,门,闪,们,梦,盟,孟,阔,闲
冰	饼,兵,滨,并,丙,宾,病
囊	朗,难,郎,男,南,浪,狼,廊
蝠	抚,扶,忽,副,服,湖,富,糊,乎,赋,复,夫,傅,妇,覆,幅,肤,呼,父,佛,辅,伏,付,胡,符,户,互,弗,腹,赴,咐,缚,浮,府,福,护,虎,腐,辐,负,甫,附
叼	吊,调,雕,掉
似	市,实,司,寺,尸,四,使,拾,室,适,食,世,私,是,施,逝,势,死,识,师,石,试,诗,始,释,蚀,斯,撕,十,湿,思,式,士,示,氏,丝,史,事,饲,视,驶,时,饰,失
朝	巢,超,操,抄,曹,槽,撤,吵,草,潮
无	物,吴,五,乌,雾,舞,屋,务,污,悟,午,伍,呜,武,吾,误
门	闭,蒙,萌,猛,闯,闪,们,梦,盟,闷,孟,阔,闲
命	鸣,明,民,名,敏
苍	藏,惨,参,肠,厂,唱,尝,偿,残,昌,仓,蚕,场,畅,倡,舱,常,餐
震	辱,诊,争,整,珍,症,振,唇,政,怎,挣,侦,证,睁,镇,阵,郑,真,针,蒸,贞,正,征,晨
娃	哇,封,佳,桂,崖,挂,挖,瓦,蛙
剔	体,锡,踢,易,替,题,梯,提
哨	嫂,绍,梢,烧,稍,肖,悄,扫,销,少,硝,消
龄	淋,冷,铃,另,磷,邻,陵,灵,玲,凝,林,零,临,怜,领,令,凌,岭,宁
腿	退,推
筋	禁,净,静,惊,金,京,敬,近,精,劲,锦,镜,津,晋,境,景,竟,浸,尽,巾,经,井,茎,警,颈,竞,进,仅,睛,晶,紧,谨,今,径,斤
嗓	丧,散,伤,上,三,赏,桑,尚,商
牛	柳,纽,流,瘤,硫,刘,留,溜,扭,六
搁	葛,格,隔,课,个,歌,棵,哥,可,革,胳,壳,阁,克,各,科,割,渴,客,鸽,颗,刻,戈
叫	胶,骄,郊,焦,角,搅,脚,较,缴,教,交,轿,娇
槛	看,干,康,感,堪,甘,肝,赶,坎,滥,敢,刊,抗,监,杆,砍,炕
府	抚,扶,忽,副,服,湖,富,糊,乎,赋,复,夫,傅,妇,覆,幅,肤,呼,父,佛,辅,伏,付,胡,符,户,互,弗,腹,赴,咐,缚,浮,福,护,虎,腐,辐,负,甫,附
丑	凑,纽,仇,愁,筹,臭,抽,瞅,酬,畴,扭
趋	取,屈,趣,驱,越,起,趟,超,渠,徒,躯,区,去,曲,走
键	碱,金,蒋,讲,匠,简,见,链,减,钱,尖,箭,铜,降,姜,剪,渐,奖,剑,件,健,建,江,疆,检,坚,针,将,兼,监,肩,鉴,间,艰,舰,僵,践,奸,歼,浆
卯	茅,貌,帽,冒,毛,茂,贸,猫,矛
峦	软,亦,变,乱,蛮,暖,卵,迹,恋
鸿	轰,哄,洪,红,宏
磅	榜,斑,板,邦,膀,半,傍,伴,帮,班,棒,搬,扮,办,版,颁,旁,般
虑	绿,女,旅,铝,率,履,虎,虚,吕,律,氯,驴
粥	奏,州,宙,昼,洲,走,轴,皱,骤,周
照	招,遭,造,罩,爪,灶,找,早,兆,藻,召,燥,糟,赵
妓	基,挤,集,济,鸡,寂,脊,际,机,既,疾,祭,技,及,辑,吉,迹,级,急,极,积,饥,即,几,击,己,绩,肌,激,忌,计,季,继,寄,籍,剂,记,纪
届	借,界,介,截,街,姐,皆,劫,捷,戒,杰,接,洁,竭,阶,节,结,解,揭
杨	焰,氧,阳,厌,严,言,养,验,颜,洋,央,沿,样,肠,宴,燕,咽,秧,扬,盐,研,场,眼,炎,艳,烟,延,演,掩,衍,汤,仰,羊,岩
梨	逆,黎,厉,理,李,利,立,离,礼,吏,厘,莉,历,哩,隶,你,丽,拟,尼,励,力,里,泥,日,例,粒,璃
赃	葬,障,丈,暂,账,胀,赞,帐,掌,仗,张,咱,章,长,涨,脏
论	轮,润,伦
诫	借,界,介,截,街,姐,皆,劫,捷,戒,届,杰,接,洁,竭,阶,节,结,解,揭
颂	宋,松,耸,送,讼
坤	昆,申,困,神,伸,棍,滚
疾	基,挤,集,济,鸡,寂,脊,际,机,既,祭,技,及,辑,吉,迹,级,急,极,积,饥,即,几,击,己,绩,肌,激,忌,计,季,继,寄,籍,剂,记,纪
闲	享,闭,项,门,宪,显,乡,象,献,鲜,线,香,县,贤,想,现,翔,祥,箱,掀,橡,阔,相,腺,弦,闯,闪,仙,嫌,响,详,险,限,先,纤,陷,闷,像,湘,向
增	争,症,政,怎,挣,证,睁,郑,僧,蒸,曾,正,征,整
泡	饱,包,跑,抛,抱,炮
绘	辉,慧,灰,惠,会,恢,汇,挥,悔,毁,徽,回
邮	优,犹,抽,幽,游,由,又,庙,悠,忧,有,诱,袖,油,右,迪,幼,友,尤
骤	奏,州,宙,昼,洲,走,轴,皱,周
萍	频,苹,品,凭,平,拼,屏,瓶,贫,评
夏	下,吓,霞,峡,狭,瞎,辖
蓄	许,序,叙,续,须,需,徐,虚,吁,绪
逢	冯,风,疯,蜂,份,衡,恒,氛,锋,缝,芬,峰,粉,封,凤,奉,丰,粪,蓬,横,奋,哼,分,坟,纷,愤
双	霜,爽
叔	诉,疏,束,数,蔬,淑,署,树,宿,枢,肃,输,术,属,抒,俗,素,书,鼠,熟,舒,速,苏,塑,督,述,竖,殊
享	项,宪,显,乡,象,献,鲜,线,香,县,贤,想,现,翔,祥,箱,掀,橡,相,腺,弦,仙,嫌,响,详,险,限,先,纤,陷,像,湘,向,闲
赛	塞,寒,晒
涯	芽,押,鸭,挂,崖,娃,压,哑,桂,牙,蛙,亚,雅,封,佳,鸦,呀
布	不,步,补,捕,部
期	汽,岂,骑,凄,栖,棋,气,奇,齐,斯,旗,起,其,弃,歧,器,企,漆,戚,七,契,启,妻,欺
紫	字,执,肢,滞,址,姿,致,稚,旨,志,直,滋,制,脂,织,此,支,柴,汁,知,纸,指,资,兹,自,职,些,止,质,芝,值,智,之,置,秩,治,子,至,殖,植,只,枝
锅	括,国,扩,过,祸,郭,裹,果,阔
授	收,搜,瘦,售,兽,受,守,首,寿,手
案	暗,氨,岸,俺,按,昂,安
祀	市,实,司,寺,尸,四,使,拾,室,适,食,世,私,是,施,逝,势,死,识,师,石,试,诗,始,释,蚀,斯,撕,十,湿,思,式,似,士,示,氏,丝,史,事,饲,视,驶,时,饰,失
焉	焰,氧,症,惩,阳,厌,严,言,养,验,颜,证,洋,央,沿,歪,样,宴,燕,咽,秧,扬,盐,研,眼,炎,艳,烟,延,演,杨,掩,衍,仰,正,羊,征,岩
倔	屈,出,掘,觉,决,绝
秸	借,界,介,截,街,姐,皆,劫,捷,戒,届,杰,接,洁,竭,阶,节,结,解,揭
砰	棚,碰,膨,朋,喷,捧,彭,盆,蓬
货	祸,贝,伙,惑,或,贪,霍,账,财,贺,获,负,责,贫,活,火
从	匆,聪,纵,冲,众,崇,充,丛,虫
汁	字,执,肢,滞,址,姿,致,稚,旨,志,直,滋,制,脂,织,支,知,纸,指,资,兹,自,职,止,质,紫,芝,值,智,之,置,秩,治,子,至,殖,植,只,枝
私	市,实,司,寺,尸,四,使,拾,室,适,食,世,是,施,逝,势,死,识,师,石,试,诗,始,释,蚀,斯,撕,十,湿,思,式,似,士,示,氏,丝,史,事,饲,视,驶,时,饰,失
滥	懒,郎,篮,然,南,烂,难,栏,染,浪,拦,兰,廊,览,燃,蓝,监,男,朗,狼
弘	鸿,轰,哄,洪,红,宏
挺	停,艇,亭,庭,听,厅,廷
粉	冯,风,狠,疯,蜂,份,锋,氛,缝,很,芬,峰,封,凤,奉,丰,粪,奋,恨,愤,逢,分,坟,纷,痕
鸣	命,鸟,鹅,明,民,岛,名,敏
软	乱,卵
捎	嫂,绍,梢,烧,稍,肖,悄,哨,扫,销,少,硝,消
碟	跌,泄,爹,世,蝶,叠
肮	暗,氨,岸,俺,案,按,昂,安
外	歪
容	绒,溶,熔,拢,笼,融,龙,隆,荣,垄
季	基,挤,集,济,鸡,寂,脊,际,机,既,疾,祭,技,及,辑,吉,迹,级,急,极,积,饥,即,几,击,己,绩,肌,激,忌,计,继,寄,籍,剂,记,纪
糠	杠,看,港,康,堪,坎,刊,岗,刚,纲,抗,砍,钢,炕
棍	昆,困,滚
饥	基,挤,集,济,鸡,寂,脊,际,机,既,疾,祭,技,及,辑,吉,迹,凯,级,急,极,积,即,几,击,己,绩,肌,激,忌,计,季,继,寄,籍,剂,记,纪
述	诉,疏,束,数,蔬,淑,署,树,叔,宿,枢,肃,输,术,属,抒,俗,素,书,鼠,熟,舒,速,苏,塑,竖,殊
推	维,退,堆,腿,住,准
瘤	柳,纽,流,硫,刘,牛,留,溜,扭,六
煤	没,美,妹,梅,枚,烧,媒,谋,霉,某,炎,灾,每,眉,火
涌	痛,泳,桶,庸,用,拥,永,勇,通
术	诉,疏,束,数,蔬,淑,署,树,叔,宿,枢,肃,输,属,抒,俗,素,书,鼠,熟,舒,速,苏,塑,述,竖,殊
赁	淋,龄,铃,另,您,磷,邻,陵,灵,玲,林,零,临,领,令,凌,岭
锣	逻,弱,诺,螺,萝,若,络,落,裸,洛,罗
我	窝,卧,握
惰	躲,多,夺,朵
钓	吊,调,的,雕,约,掉
屹	异,逸,役,医,抑,毅,义,一,益,议,疑,亦,乙,姨,宜,蚁,椅,移,译,疫,谊,亿,已,衣,依,遗,矣,易,仪,以,艺,伊,意,忆,翼
溢	异,逸,役,医,抑,毅,义,一,益,议,疑,亦,乙,姨,宜,蚁,椅,移,译,疫,谊,亿,已,衣,依,遗,矣,易,仪,以,艺,伊,意,忆,翼
