бам	бам	INTERJECTION
приёмно-контрольной	приёмно-контрольный	ADJ:Posit:Fem:D
приёмно-контрольной	приёмно-контрольный	ADJ:Posit:Fem:P
приёмно-контрольной	приёмно-контрольный	ADJ:Posit:Fem:R
приёмно-контрольной	приёмно-контрольный	ADJ:Posit:Fem:T
приёмно-контрольном	приёмно-контрольный	ADJ:Posit:Masc:P
приёмно-контрольном	приёмно-контрольный	ADJ:Posit:Neut:P
приёмно-контрольному	приёмно-контрольный	ADJ:Posit:Masc:D
приёмно-контрольному	приёмно-контрольный	ADJ:Posit:Neut:D
приёмно-контрольною	приёмно-контрольный	ADJ:Posit:Fem:T
приёмно-контрольную	приёмно-контрольный	ADJ:Posit:Fem:V
приёмно-контрольные	приёмно-контрольный	ADJ:Posit:PL:Nom
приёмно-контрольные	приёмно-контрольный	ADJ:Posit:PL:V
приёмно-контрольный	приёмно-контрольный	ADJ:Posit:Masc:Nom
приёмно-контрольный	приёмно-контрольный	ADJ:Posit:Masc:V
приёмно-контрольными	приёмно-контрольный	ADJ:Posit:PL:T
приёмно-контрольным	приёмно-контрольный	ADJ:Posit:Masc:T
приёмно-контрольным	приёмно-контрольный	ADJ:Posit:Neut:T
приёмно-контрольным	приёмно-контрольный	ADJ:Posit:PL:D
приёмно-контрольных	приёмно-контрольный	ADJ:Posit:PL:P
приёмно-контрольных	приёмно-контрольный	ADJ:Posit:PL:R
приёмно-контрольных	приёмно-контрольный	ADJ:Posit:PL:V
расшифрованием	расшифрование	NN:Inanim:Neut:Sin:T
расшифрование	расшифрование	NN:Inanim:Neut:Sin:Nom
расшифрование	расшифрование	NN:Inanim:Neut:Sin:V
расшифровании	расшифрование	NN:Inanim:Neut:Sin:P
расшифрованию	расшифрование	NN:Inanim:Neut:Sin:D
расшифрования	расшифрование	NN:Inanim:Neut:Sin:R
росгвардией	росгвардия	NN:Inanim:Fem:Sin:T
росгвардиею	росгвардия	NN:Inanim:Fem:Sin:T
росгвардии	росгвардия	NN:Inanim:Fem:PL:Nom
росгвардии	росгвардия	NN:Inanim:Fem:PL:V
росгвардии	росгвардия	NN:Inanim:Fem:Sin:D
росгвардии	росгвардия	NN:Inanim:Fem:Sin:P
росгвардии	росгвардия	NN:Inanim:Fem:Sin:R
росгвардий	росгвардия	NN:Inanim:Fem:PL:R
росгвардию	росгвардия	NN:Inanim:Fem:Sin:V
росгвардиями	росгвардия	NN:Inanim:Fem:PL:T
росгвардиям	росгвардия	NN:Inanim:Fem:PL:D
росгвардия	росгвардия	NN:Inanim:Fem:Sin:Nom
росгвардиях	росгвардия	NN:Inanim:Fem:PL:P
сигала	сигал	NN:Name:Masc:Sin:R
сигала	сигал	NN:Name:Masc:Sin:V
сигалами	сигал	NN:Name:Masc:PL:T
сигалам	сигал	NN:Name:Masc:PL:D
сигалах	сигал	NN:Name:Masc:PL:P
сигале	сигал	NN:Name:Masc:Sin:P
сигал	сигал	NN:Name:Masc:Sin:Nom
сигалов	сигал	NN:Name:Masc:PL:R
сигалов	сигал	NN:Name:Masc:PL:V
сигалом	сигал	NN:Name:Masc:Sin:T
сигалу	сигал	NN:Name:Masc:Sin:D
сигалы	сигал	NN:Name:Masc:PL:Nom
суперприложением	суперприложение	NN:Inanim:Neut:Sin:T
суперприложение	суперприложение	NN:Inanim:Neut:Sin:Nom
суперприложение	суперприложение	NN:Inanim:Neut:Sin:V
суперприложении	суперприложение	NN:Inanim:Neut:Sin:P
суперприложений	суперприложение	NN:Inanim:Neut:PL:R
суперприложению	суперприложение	NN:Inanim:Neut:Sin:D
суперприложениями	суперприложение	NN:Inanim:Neut:PL:T
суперприложениям	суперприложение	NN:Inanim:Neut:PL:D
суперприложения	суперприложение	NN:Inanim:Neut:PL:Nom
суперприложения	суперприложение	NN:Inanim:Neut:PL:V
суперприложения	суперприложение	NN:Inanim:Neut:Sin:R
суперприложениях	суперприложение	NN:Inanim:Neut:PL:P
суперприложеньем	суперприложение	NN:Inanim:Neut:Sin:T
суперприложенье	суперприложение	NN:Inanim:Neut:Sin:Nom
суперприложенье	суперприложение	NN:Inanim:Neut:Sin:P
суперприложенье	суперприложение	NN:Inanim:Neut:Sin:V
суперприложенью	суперприложение	NN:Inanim:Neut:Sin:D
суперприложеньями	суперприложение	NN:Inanim:Neut:PL:T
суперприложеньям	суперприложение	NN:Inanim:Neut:PL:D
суперприложенья	суперприложение	NN:Inanim:Neut:PL:Nom
суперприложенья	суперприложение	NN:Inanim:Neut:PL:V
суперприложенья	суперприложение	NN:Inanim:Neut:Sin:R
суперприложеньях	суперприложение	NN:Inanim:Neut:PL:P
тикетами	тикет	NN:Inanim:Masc:PL:T
тикетам	тикет	NN:Inanim:Masc:PL:D
тикета	тикет	NN:Inanim:Masc:Sin:R
тикетах	тикет	NN:Inanim:Masc:PL:P
тикете	тикет	NN:Inanim:Masc:Sin:P
тикетов	тикет	NN:Inanim:Masc:PL:R
тикетом	тикет	NN:Inanim:Masc:Sin:T
тикет	тикет	NN:Inanim:Masc:Sin:Nom
тикет	тикет	NN:Inanim:Masc:Sin:V
тикету	тикет	NN:Inanim:Masc:Sin:D
тикеты	тикет	NN:Inanim:Masc:PL:Nom
тикеты	тикет	NN:Inanim:Masc:PL:V
трек-номерами	трек-номер	NN:Inanim:Masc:PL:T
трек-номерам	трек-номер	NN:Inanim:Masc:PL:D
трек-номера	трек-номер	NN:Inanim:Masc:PL:Nom
трек-номера	трек-номер	NN:Inanim:Masc:PL:V
трек-номера	трек-номер	NN:Inanim:Masc:Sin:R
трек-номерах	трек-номер	NN:Inanim:Masc:PL:P
трек-номере	трек-номер	NN:Inanim:Masc:Sin:P
трек-номеров	трек-номер	NN:Inanim:Masc:PL:R
трек-номером	трек-номер	NN:Inanim:Masc:Sin:T
трек-номер	трек-номер	NN:Inanim:Masc:Sin:Nom
трек-номер	трек-номер	NN:Inanim:Masc:Sin:V
трек-номеру	трек-номер	NN:Inanim:Masc:Sin:D
хермана	херман	NN:Fam:Masc:Sin:R
херману	херман	NN:Fam:Masc:Sin:D
хермана	херман	NN:Fam:Masc:Sin:V
херманом	херман	NN:Fam:Masc:Sin:T
хермане	херман	NN:Fam:Masc:Sin:P
херманы	херман	NN:Fam:PL:Nom
херманов	херман	NN:Fam:PL:R
херманам	херман	NN:Fam:PL:D
херманов	херман	NN:Fam:PL:V
херманами	херман	NN:Fam:PL:T
херманах	херман	NN:Fam:PL:P
херман	херман	NN:Fam:Fem:Sin:Nom
херман	херман	NN:Fam:Fem:Sin:R
херман	херман	NN:Fam:Fem:Sin:D
херман	херман	NN:Fam:Fem:Sin:V
херман	херман	NN:Fam:Fem:Sin:T
херман	херман	NN:Fam:Fem:Sin:P
эксклюзивами	эксклюзив	NN:Inanim:Masc:PL:T
эксклюзивам	эксклюзив	NN:Inanim:Masc:PL:D
эксклюзивах	эксклюзив	NN:Inanim:Masc:PL:P
эксклюзива	эксклюзив	NN:Inanim:Masc:Sin:R
эксклюзиве	эксклюзив	NN:Inanim:Masc:Sin:P
эксклюзивов	эксклюзив	NN:Inanim:Masc:PL:R
эксклюзивом	эксклюзив	NN:Inanim:Masc:Sin:T
эксклюзиву	эксклюзив	NN:Inanim:Masc:Sin:D
эксклюзивы	эксклюзив	NN:Inanim:Masc:PL:Nom
эксклюзивы	эксклюзив	NN:Inanim:Masc:PL:V
эксклюзив	эксклюзив	NN:Inanim:Masc:Sin:Nom
эксклюзив	эксклюзив	NN:Inanim:Masc:Sin:V
# Need replace to dict
ёмкостной	ёмкостный	ADJ:Posit:Masc:Nom
он	он	PNN:Masc:Nom:P3
она	она	PNN:Fem:Nom:P3
оно	оно	PNN:Neut:Nom:P3
ао	ао	ABR:Fem
аозт	аозт	ABR:Neut
аоот	аоот	ABR:Neut
аэс	аэс	ABR:Fem
бд	бд	ABR:Fem
бнр	бнр	ABR:Fem
взу	взу	ABR:Neut
внр	внр	ABR:Fem
вовд	вовд	ABR:Neut
втэк	втэк	ABR:Fem
га	га	ABR:Masc
гаэс	гаэс	ABR:Fem
гдр	гдр	ABR:Fem
грэс	грэс	ABR:Fem
гувд	гувд	ABR:Neut
гэс	гэс	ABR:Fem
еэс	еэс	ABR:Fem
еэс	еэс	ABR:Neut
зао	зао	ABR:Neut
ичп	ичп	ABR:Neut
кб	кб	ABR:Masc
кнр	кнр	ABR:Fem
кпсс	кпсс	ABR:Fem
мвс	мвс	ABR:Neut
мвф	мвф	ABR:Neut
мвэс	мвэс	ABR:Neut
мгб	мгб	ABR:Neut
мгту	мгту	ABR:Masc
ми	ми	ABR:Neut
мкс	мкс	ABR:Fem
ммм	ммм	ABR:Neut
мо	мо	ABR:Neut
мпс	мпс	ABR:Neut
мчс	мчс	ABR:Neut
нпо	нпо	ABR:Neut
нпп	нпп	ABR:Neut
нтв	нтв	ABR:Neut
оао	оао	ABR:Neut
обл	обл	ABR:Fem
озу	озу	ABR:Fem
озу	озу	ABR:Neut
окб	окб	ABR:Neut
оон	оон	ABR:Fem
ооо	ооо	ABR:Neut
ос	ос	ABR:Fem
пзу	пзу	ABR:Neut
пнр	пнр	ABR:Fem
пту	пту	ABR:Neut
пэвм	пэвм	ABR:Fem
рао	рао	ABR:Neut
риа	риа	ABR:Neut
рка	рка	ABR:Fem
ровд	ровд	ABR:Neut
рожд	рожд	ABR:Neut
рпц	рпц	ABR:Fem
ртр	ртр	ABR:Neut
рувд	рувд	ABR:Neut
свч	свч	ABR:Fem
си	си	ABR:Fem
скб	скб	ABR:Neut
снпо	снпо	ABR:Neut
сп	сп	ABR:Neut
спту	спту	ABR:Neut
срр	срр	ABR:Fem
субд	субд	ABR:Fem
су	су	ABR:Neut
тв	тв	ABR:Neut
тоо	тоо	ABR:Neut
тчк	тчк	ABR:Fem
тэс	тэс	ABR:Fem
тэц	тэц	ABR:Fem
увд	увд	ABR:Neut
фбр	фбр	ABR:Neut
фио	фио	ABR:Neut
фнс	фнс	ABR:Fem
фрг	фрг	ABR:Fem
фрс	фрс	ABR:Neut
фск	фск	ABR:Fem
фс	фс	ABR:Fem
фэп	фэп	ABR:Fem
цб	цб	ABR:Neut
цик	цик	ABR:Fem
цру	цру	ABR:Neut
цт	цт	ABR:Neut
чп	чп	ABR:Neut
чсср	чсср	ABR:Fem
эвм	эвм	ABR:Fem
юар	юар	ABR:Fem
# Need add to dict with extended postag like PNN:Inanim:V, PNN:Inanim:R, PNN:Inanim:D, PNN:Inanim:T, PNN:Inanim:P (TODO) 
себя	себя	PNN
себе	себе	PNN
собою	собою	PNN
собой	собою	PNN
# Need add to dict
атами	aтами	NN:Inanim
беспроводной	беспроводный	ADJ:Posit:Masc:Nom
вцик	вцик	ABR:Fem
гас	гас	ABR:Fem
исследоваться	исследоваться	VB:INF:
кипиа	кипиа	ABR:Masc
преобразующая	преобразующий	ADJ:Posit:Fem:Nom
преобразующего	преобразующий	ADJ:Posit:Masc:R
преобразующего	преобразующий	ADJ:Posit:Masc:V
преобразующего	преобразующий	ADJ:Posit:Neut:R
преобразующее	преобразующий	ADJ:Posit:Neut:Nom
преобразующее	преобразующий	ADJ:Posit:Neut:V
преобразующей	преобразующий	ADJ:Posit:Fem:D
преобразующей	преобразующий	ADJ:Posit:Fem:P
преобразующей	преобразующий	ADJ:Posit:Fem:R
преобразующей	преобразующий	ADJ:Posit:Fem:T
преобразующем	преобразующий	ADJ:Posit:Masc:P
преобразующем	преобразующий	ADJ:Posit:Neut:P
преобразующему	преобразующий	ADJ:Posit:Masc:D
преобразующему	преобразующий	ADJ:Posit:Neut:D
преобразующею	преобразующий	ADJ:Posit:Fem:T
преобразующие	преобразующий	ADJ:Posit:PL:Nom
преобразующие	преобразующий	ADJ:Posit:PL:V
преобразующий	преобразующий	ADJ:Posit:Masc:Nom
преобразующий	преобразующий	ADJ:Posit:Masc:V
преобразующими	преобразующий	ADJ:Posit:PL:T
преобразующим	преобразующий	ADJ:Posit:Masc:T
преобразующим	преобразующий	ADJ:Posit:Neut:T
преобразующим	преобразующий	ADJ:Posit:PL:D
преобразующих	преобразующий	ADJ:Posit:PL:P
преобразующих	преобразующий	ADJ:Posit:PL:R
преобразующих	преобразующий	ADJ:Posit:PL:V
преобразующую	преобразующий	ADJ:Posit:Fem:V
снк	снк	ABR:Masc
татами	татами	NN:Inanim
трём	три	Num
цар	цар	ABR:Fem
# migrated from disambiguation.xml, need improve. This words are already has tag in dictionary, but it need additional tags.
аввы	аввы	NN:Inanim
авеню	авеню	NN:Inanim
автономов	автономов	NN:Inanim
автономы	автономы	NN:Inanim
айс	айс	NN:Inanim
анхом	анх	NN:Inanim
арианами	арианами	NN:Inanim
ариан	ариан	NN:Inanim
ариев	ариев	NN:Anim
арсин	арсин	NN:Inanim
арт	арт	NN:Inanim
архимедов	архимедов	NN:Inanim
ат	ат	NN:Inanim
аурелия	аурелия	NN:Inanim
бен	бен	NN:Inanim
