# Manually added:

be; me; 1000000                         # p=0.999, r=0.819, 1000+953, 3grams, 2017-03-09
countenanced; countenances; 1000000     # p=1.000, r=0.409, 97+52
countenanced; countenances; 100000      # p=1.000, r=0.470, 97+52
countenanced; countenances; 10000       # p=1.000, r=0.530, 97+52
countenanced; countenances; 100         # p=0.991, r=0.705, 97+52
counterbalanced; counterbalances; 1000000# p=1.000, r=0.493, 461+74
counterbalanced; counterbalances; 100000# p=1.000, r=0.518, 461+74
counterbalanced; counterbalances; 10000 # p=1.000, r=0.561, 461+74
counterbalanced; counterbalances; 1000  # p=0.997, r=0.591, 461+74
counterbalanced; counterbalances; 100   # p=0.994, r=0.609, 461+74
countersink; countersunk; 100000        # p=1.000, r=0.140, 40+60
countersink; countersunk; 10000         # p=1.000, r=0.210, 40+60
countersink; countersunk; 1000          # p=1.000, r=0.270, 40+60
countersink; countersunk; 100           # p=1.000, r=0.350, 40+60
coupled; couples; 1000000               # p=0.999, r=0.448, 1000+1000
coupled; couples; 100000                # p=0.999, r=0.493, 1000+1000
coupled; couples; 10000                 # p=0.998, r=0.564, 1000+1000
coupled; couples; 1000                  # p=0.993, r=0.637, 1000+1000
coupled; couples; 100                   # p=0.992, r=0.699, 1000+1000
cowered; dowered; 1000000               # p=1.000, r=0.287, 60+20
cowered; dowered; 100000                # p=1.000, r=0.375, 60+20
cowered; dowered; 10000                 # p=1.000, r=0.425, 60+20
cowered; dowered; 1000                  # p=1.000, r=0.538, 60+20
cowered; dowered; 100                   # p=1.000, r=0.650, 60+20
cozen; dozen; 1000000                   # p=0.999, r=0.668, 44+1000
cozen; dozen; 100000                    # p=0.999, r=0.712, 44+1000
cozen; dozen; 10000                     # p=0.999, r=0.757, 44+1000
cozen; dozen; 1000                      # p=0.996, r=0.796, 44+1000
cozen; dozen; 100                       # p=0.996, r=0.808, 44+1000
cozen; dozen; 10                        # p=0.995, r=0.842, 44+1000
cozens; dozens; 1000000                 # p=0.997, r=0.634, 427+1000
cozens; dozens; 100000                  # p=0.997, r=0.652, 427+1000
cozens; dozens; 10000                   # p=0.997, r=0.666, 427+1000
cozens; dozens; 1000                    # p=0.997, r=0.674, 427+1000
cozens; dozens; 100                     # p=0.994, r=0.715, 427+1000
crab; crag; 1000000                     # p=0.996, r=0.136, 998+1000
crab; crag; 100000                      # p=0.990, r=0.155, 998+1000
crafts; drafts; 1000000                 # p=0.991, r=0.113, 998+999
crafts; drafts; 100000                  # p=0.992, r=0.182, 998+999
crafty; drafty; 1000                    # p=0.991, r=0.478, 1000+94
craggy; draggy; 1000000                 # p=0.991, r=0.295, 687+35
craggy; draggy; 100000                  # p=0.992, r=0.356, 687+35
craned; cranes; 1000000                 # p=0.995, r=0.524, 55+998
craned; cranes; 100000                  # p=0.995, r=0.598, 55+998
craned; cranes; 10000                   # p=0.996, r=0.665, 55+998
craned; cranes; 1000                    # p=0.995, r=0.726, 55+998
craned; cranes; 100                     # p=0.993, r=0.814, 55+998
crank; drank; 1000000                   # p=0.998, r=0.433, 1000+1000
crank; drank; 100000                    # p=0.994, r=0.480, 1000+1000
crawl; drawl; 1000000                   # p=0.993, r=0.225, 1000+352
crawl; drawl; 100000                    # p=0.992, r=0.270, 1000+352
crawl; drawl; 10000                     # p=0.991, r=0.312, 1000+352
crawled; drawled; 1000000               # p=0.998, r=0.525, 1000+20
crawled; drawled; 100000                # p=0.998, r=0.581, 1000+20
crawled; drawled; 10000                 # p=0.999, r=0.673, 1000+20
crawled; drawled; 1000                  # p=0.997, r=0.734, 1000+20
crawled; drawled; 100                   # p=0.996, r=0.815, 1000+20
crawled; drawled; 10                    # p=0.994, r=0.879, 1000+20
crawling; drawling; 1000000             # p=0.997, r=0.308, 999+60
crawling; drawling; 100000              # p=0.995, r=0.363, 999+60
crawling; drawling; 10000               # p=0.993, r=0.431, 999+60
crawls; drawls; 1000000                 # p=1.000, r=0.348, 1000+24
crawls; drawls; 100000                  # p=1.000, r=0.422, 1000+24
crawls; drawls; 10000                   # p=0.996, r=0.494, 1000+24
crawls; drawls; 1000                    # p=0.997, r=0.634, 1000+24
crawls; drawls; 100                     # p=0.997, r=0.691, 1000+24
crawls; drawls; 10                      # p=0.995, r=0.750, 1000+24
craws; crass; 1000000                   # p=1.000, r=0.245, 21+1000
craws; crass; 100000                    # p=1.000, r=0.279, 21+1000
craws; crass; 10000                     # p=1.000, r=0.369, 21+1000
craws; crass; 1000                      # p=1.000, r=0.420, 21+1000
craws; crass; 100                       # p=1.000, r=0.509, 21+1000
craws; crass; 10                        # p=0.998, r=0.584, 21+1000
crazed; crazes; 1000000                 # p=0.994, r=0.304, 1000+126
crazed; crazes; 100000                  # p=0.995, r=0.371, 1000+126
crazed; crazes; 10000                   # p=0.996, r=0.438, 1000+126
crazed; crazes; 1000                    # p=0.997, r=0.521, 1000+126
crazed; crazes; 100                     # p=0.993, r=0.595, 1000+126
creamed; dreamed; 1000000               # p=0.999, r=0.694, 197+1000
creamed; dreamed; 100000                # p=0.999, r=0.749, 197+1000
creamed; dreamed; 10000                 # p=0.997, r=0.785, 197+1000
creamed; dreamed; 1000                  # p=0.995, r=0.834, 197+1000
creamed; dreamed; 100                   # p=0.991, r=0.875, 197+1000
creamier; dreamier; 100000              # p=1.000, r=0.133, 74+24
creased; creases; 1000000               # p=0.990, r=0.175, 177+406
creased; creases; 100000                # p=0.993, r=0.245, 177+406
creased; creases; 1000                  # p=0.992, r=0.413, 177+406
created; crested; 1000000               # p=0.995, r=0.327, 746+999
created; crested; 100000                # p=0.996, r=0.426, 746+999
created; crested; 10000                 # p=0.991, r=0.453, 746+999
created; crested; 1000                  # p=0.993, r=0.612, 746+999
created; crested; 100                   # p=0.991, r=0.680, 746+999
created; crested; 10                    # p=0.991, r=0.736, 746+999
creeks; creels; 1000000                 # p=0.997, r=0.345, 999+25
creeks; creels; 100000                  # p=0.991, r=0.427, 999+25
creeks; creels; 10000                   # p=0.992, r=0.513, 999+25
cremated; cremates; 1000000             # p=0.996, r=0.863, 1000+46
cremated; cremates; 100000              # p=0.995, r=0.883, 1000+46
cremated; cremates; 10000               # p=0.994, r=0.904, 1000+46
cried; dried; 1000000                   # p=1.000, r=0.405, 996+996
cried; dried; 100000                    # p=1.000, r=0.487, 996+996
cried; dried; 10000                     # p=0.999, r=0.569, 996+996
cried; dried; 1000                      # p=0.998, r=0.638, 996+996
cried; dried; 100                       # p=0.997, r=0.715, 996+996
cried; dried; 10                        # p=0.992, r=0.800, 996+996
criers; driers; 1000000                 # p=1.000, r=0.154, 121+93
criers; driers; 100000                  # p=1.000, r=0.220, 121+93
criers; driers; 10000                   # p=1.000, r=0.271, 121+93
criminalized; criminalizes; 1000000     # p=0.991, r=0.207, 715+320
cringed; cringes; 1000000               # p=1.000, r=0.229, 77+41
cringed; cringes; 100000                # p=1.000, r=0.237, 77+41
crisscrossed; crisscrosses; 1000000     # p=1.000, r=0.432, 324+23
crisscrossed; crisscrosses; 100000      # p=1.000, r=0.484, 324+23
crisscrossed; crisscrosses; 10000       # p=0.995, r=0.550, 324+23
critiqued; critiques; 1000000           # p=0.992, r=0.315, 1000+1000
critiqued; critiques; 100000            # p=0.992, r=0.366, 1000+1000
critiqued; critiques; 10000             # p=0.992, r=0.424, 1000+1000
crossed; crosses; 1000000               # p=0.996, r=0.233, 999+1000
crossed; crosses; 100000                # p=0.993, r=0.266, 999+1000
crossed; crosses; 10000                 # p=0.992, r=0.309, 999+1000
crouched; crouches; 1000000             # p=1.000, r=0.231, 433+172
crowd; crows; 1000000                   # p=0.995, r=0.198, 996+999
crowd; crows; 100000                    # p=0.994, r=0.267, 996+999
crowned; drowned; 1000000               # p=0.997, r=0.171, 997+999
crowned; drowned; 100000                # p=0.998, r=0.226, 997+999
crowned; drowned; 10000                 # p=0.998, r=0.300, 997+999
crowned; drowned; 1000                  # p=0.996, r=0.377, 997+999
crowned; drowned; 100                   # p=0.993, r=0.481, 997+999
crowning; drowning; 1000000             # p=0.996, r=0.222, 999+999
crucified; crucifies; 1000000           # p=0.993, r=0.651, 1000+29
crude; cruse; 1000000                   # p=0.993, r=0.413, 1000+607
crude; cruse; 100000                    # p=0.990, r=0.442, 1000+607
crusaded; crusades; 1000000             # p=0.997, r=0.646, 133+1000
crusaded; crusades; 100000              # p=0.995, r=0.690, 133+1000
crusaded; crusades; 10000               # p=0.995, r=0.719, 133+1000
crusaded; crusades; 1000                # p=0.995, r=0.772, 133+1000
crying; drying; 1000000                 # p=0.994, r=0.234, 996+999
crystallized; crystallizes; 1000000     # p=0.997, r=0.233, 1000+685
crystallized; crystallizes; 100000      # p=0.993, r=0.266, 1000+685
cued; cues; 1000000                     # p=0.998, r=0.434, 519+1000
cued; cues; 100000                      # p=0.999, r=0.500, 519+1000
cued; cues; 10000                       # p=0.996, r=0.558, 519+1000
cued; cues; 1000                        # p=0.992, r=0.627, 519+1000
cued; curd; 1000000                     # p=1.000, r=0.288, 519+1000
cued; curd; 100000                      # p=1.000, r=0.346, 519+1000
cued; curd; 10000                       # p=0.998, r=0.415, 519+1000
cued; curd; 1000                        # p=0.999, r=0.482, 519+1000
cued; curd; 100                         # p=0.998, r=0.544, 519+1000
cued; curd; 10                          # p=0.991, r=0.619, 519+1000
cuffing; duffing; 1000000               # p=1.000, r=0.114, 45+43
cuffing; duffing; 100000                # p=1.000, r=0.136, 45+43
cuffing; duffing; 10000                 # p=1.000, r=0.205, 45+43
cuffing; duffing; 1000                  # p=1.000, r=0.261, 45+43
cuffs; duffs; 1000000                   # p=0.992, r=0.585, 1000+74
cuffs; duffs; 100000                    # p=0.993, r=0.645, 1000+74
cuffs; duffs; 10000                     # p=0.993, r=0.705, 1000+74
cuffs; duffs; 1000                      # p=0.993, r=0.750, 1000+74
cuffs; duffs; 100                       # p=0.992, r=0.786, 1000+74
culled; dulled; 1000000                 # p=1.000, r=0.206, 1000+225
culled; dulled; 100000                  # p=0.997, r=0.287, 1000+225
culled; dulled; 10000                   # p=0.993, r=0.362, 1000+225
cultured; cultures; 1000000             # p=0.996, r=0.427, 1000+1000
cultured; cultures; 100000              # p=0.997, r=0.506, 1000+1000
cultured; cultures; 10000               # p=0.993, r=0.595, 1000+1000
cumber; dumber; 10000                   # p=0.991, r=0.144, 146+602
cumber; dumber; 1000                    # p=0.993, r=0.189, 146+602
cunning; dunning; 1000000               # p=0.994, r=0.269, 1000+1000
cunning; dunning; 100000                # p=0.992, r=0.308, 1000+1000
curability; durability; 1000000         # p=0.996, r=0.501, 20+1000
curability; durability; 100000          # p=0.994, r=0.652, 20+1000
curability; durability; 10000           # p=0.993, r=0.730, 20+1000
curable; durable; 1000000               # p=0.997, r=0.262, 448+999
curable; durable; 100000                # p=0.991, r=0.362, 448+999
curare; curate; 1000000                 # p=0.996, r=0.408, 273+1000
curare; curate; 100000                  # p=0.997, r=0.489, 273+1000
curare; curate; 10000                   # p=0.994, r=0.555, 273+1000
curare; curate; 1000                    # p=0.992, r=0.620, 273+1000
curbing; curving; 1000000               # p=0.996, r=0.259, 833+1000
curbing; curving; 100000                # p=0.997, r=0.391, 833+1000
curbing; curving; 10000                 # p=0.995, r=0.473, 833+1000
curbing; curving; 1000                  # p=0.993, r=0.571, 833+1000
curbing; curving; 100                   # p=0.992, r=0.659, 833+1000
cur; cir; 1000000                       # p=1.000, r=0.310, 1000+1000
cur; cir; 100000                        # p=1.000, r=0.368, 1000+1000
cur; cir; 10000                         # p=1.000, r=0.393, 1000+1000
cur; cir; 1000                          # p=0.999, r=0.401, 1000+1000
curd; curs; 1000000                     # p=0.993, r=0.249, 1000+135
curd; curs; 100000                      # p=0.994, r=0.296, 1000+135
curd; curs; 10000                       # p=0.995, r=0.344, 1000+135
curd; curs; 1000                        # p=0.992, r=0.426, 1000+135
curdled; curdles; 1000000               # p=1.000, r=0.160, 199+45
curdled; curdles; 100000                # p=1.000, r=0.209, 199+45
curdled; curdles; 10000                 # p=1.000, r=0.266, 199+45
curds; cures; 1000000                   # p=1.000, r=0.197, 388+1000
curds; cures; 100000                    # p=1.000, r=0.274, 388+1000
curds; cures; 10000                     # p=0.994, r=0.353, 388+1000
cured; cures; 1000000                   # p=0.998, r=0.303, 1000+1000
cured; cures; 100000                    # p=0.997, r=0.354, 1000+1000
cured; cures; 10000                     # p=0.996, r=0.414, 1000+1000
curried; curries; 1000000               # p=1.000, r=0.136, 242+645
curried; curries; 100000                # p=1.000, r=0.201, 242+645
curried; curries; 10000                 # p=1.000, r=0.302, 242+645
curried; curries; 1000                  # p=0.992, r=0.408, 242+645
curs; cues; 1000000                     # p=0.992, r=0.428, 135+1000
curved; curves; 1000000                 # p=0.999, r=0.347, 1000+1000
curved; curves; 100000                  # p=0.999, r=0.409, 1000+1000
curved; curves; 10000                   # p=0.998, r=0.481, 1000+1000
curved; curves; 1000                    # p=0.996, r=0.568, 1000+1000
curved; curves; 100                     # p=0.995, r=0.635, 1000+1000
