# v_zna
#згідно v_rod
вицідити v_zna:v_oru:v_dav
вицілити v_oru:v_dav
виціловувати v_zna
вицілувати v_zna
вицілювати v_oru:v_dav
вицмулити v_zna:v_oru:v_dav
вицмулювати v_zna:v_oru:v_dav
вицокувати v_oru
вицупити v_zna:v_oru
вицятковувати v_zna:v_oru:v_dav
вицяткувати v_zna:v_oru:v_dav
вицяцьковувати v_zna:v_oru:v_dav
вицяцькувати v_zna:v_oru:v_dav
вичавити v_zna:v_oru:v_dav
вичавитися v_oru
вичавлювати v_zna:v_oru:v_dav
вичавлюватися v_oru
вичакловувати v_zna:v_oru:v_dav
вичаклувати v_zna:v_oru:v_dav
вичаровувати v_zna:v_oru:v_dav
вичаровуватися v_oru
вичарувати v_zna:v_oru:v_dav
вичаруватися v_oru
вичастувати v_zna:v_oru
вичворити v_zna:v_oru:v_dav
вичворяти v_zna:v_oru:v_dav
вичеканити v_zna:v_oru
вичекати v_zna
вичепурити v_zna:v_oru:v_dav
вичепуритися v_oru
вичепурювати v_zna:v_oru:v_dav
вичепурюватися v_oru
вичерпати v_zna:v_oru:v_dav
вичерпатися v_oru
вичерпувати v_zna:v_oru:v_dav
вичерпуватися v_oru
вичерчувати v_zna:v_oru:v_dav
вичерчуватися v_oru
вичесати v_zna:v_oru:v_dav
вичесатися v_oru
вичинити v_zna
вичинювати v_zna:v_oru:v_dav
вичиняти v_zna:v_oru:v_dav
вичиркати v_oru
вичислити v_zna:v_oru:v_dav
вичислювати v_zna:v_oru:v_dav
вичислюватися v_oru
вичисляти v_zna:v_oru:v_dav
вичистити v_zna:v_oru:v_dav
вичиститися v_oru
вичитати v_zna:v_dav
вичитувати v_zna:v_oru:v_dav
вичитуватися v_oru
вичихувати v_zna
вичищати v_zna:v_oru:v_dav
вичищатися v_oru
вичищувати v_zna:v_oru:v_dav
вичікувати v_zna:v_rod
вичісувати v_zna:v_oru:v_dav
вичісуватися v_oru
вичленити v_zna:v_oru:v_dav
вичленитися v_oru
вичленовувати v_zna:v_oru:v_dav
вичленовуватися v_oru
вичленувати v_zna:v_oru:v_dav
вичленуватися v_oru
вичленяти v_zna:v_oru:v_dav
вичленятися v_oru
вичовгати v_zna:v_oru:v_dav
вичовгатися v_oru
вичовгувати v_zna:v_oru:v_dav
вичовгуватися v_oru
вичорнити v_zna:v_oru:v_dav
вичорнитися v_oru
вичувати v_zna:v_oru
вичудити v_zna
вичухати v_zna:v_oru:v_dav
вичухатися v_oru
вичухрати v_zna:v_oru:v_dav
вичухратися v_oru
вичухувати v_zna:v_oru:v_dav
вичухуватися v_oru
вичхати v_zna
вишаровувати v_zna:v_oru:v_dav
вишаровуватися v_oru
вишарувати v_zna:v_oru:v_dav
вишаруватися v_oru
вишепочувати v_zna:v_dav
вишептати v_zna
вишивати v_zna:v_oru:v_dav
вишиватися v_oru
вишиковувати v_zna:v_oru
вишиковуватися v_oru
вишикувати v_zna:v_oru
вишикуватися v_oru
вишинкувати v_zna:v_oru
вишити v_zna:v_oru:v_dav
вишіптувати v_zna:v_dav
вишкварити v_zna:v_oru:v_dav
вишкваритися v_oru
вишкварювати v_zna:v_oru:v_dav
вишкварюватися v_oru
вишкірити v_zna:v_dav
вишкіритися v_oru
вишкірювати v_zna:v_dav
вишкірюватися v_oru
вишкіряти v_zna:v_dav
вишкірятися v_oru
вишколити v_zna:v_oru:v_dav
вишколитися v_oru
вишколювати v_zna:v_oru:v_dav
вишколюватися v_oru
вишкребти v_zna:v_oru:v_dav
вишкребтися v_oru
вишкрібати v_zna:v_oru:v_dav
вишкрібатися v_oru
вишкрябати v_zna:v_oru:v_dav
вишкрябатися v_oru
вишкрябувати v_zna:v_oru:v_dav
вишкрябуватися v_oru
вишліфовувати v_zna:v_oru:v_dav
вишліфовуватися v_oru
вишліфувати v_zna:v_oru:v_dav
вишліфуватися v_oru
вишліхтовувати v_zna:v_oru:v_dav
вишліхтувати v_zna:v_oru:v_dav
вишмагати v_zna:v_oru:v_dav
вишмарувати v_zna:v_oru:v_dav
вишмигнути v_oru
вишпарити v_zna:v_oru:v_dav
вишпаритися v_oru
вишпарувати v_zna:v_oru:v_dav
вишпарювати v_zna:v_oru:v_dav
вишпарюватися v_oru
вишпетити v_zna:v_oru:v_dav
вишпигувати v_zna:v_oru:v_dav
вишпортати v_zna:v_oru:v_dav
вишпортувати v_zna:v_oru:v_dav
вишпурляти v_zna
вишпурнути v_zna
вишпурювати v_zna
вишрубувати v_zna:v_oru:v_dav
вишрубуватися v_oru
виштамповувати v_zna:v_oru:v_dav
виштамповуватися v_oru
виштампувати v_zna:v_oru:v_dav
виштовхати v_zna:v_oru:v_dav
виштовхатися v_oru
виштовхнути v_zna:v_oru:v_dav
виштовхнутися v_oru
виштовхувати v_zna:v_oru:v_dav
виштовхуватися v_oru
виштрикати v_zna:v_oru:v_dav
виштрикатися v_oru
виштрикатися v_oru
виштрикнути v_zna:v_oru:v_dav
виштрикувати v_zna:v_oru:v_dav
виштукатурити v_zna:v_oru:v_dav
виштукатуритися v_oru
виштукатурювати v_zna:v_oru:v_dav
виштукатурюватися v_oru
виштурхати v_zna:v_oru:v_dav
виштурхнути v_zna:v_oru:v_dav
виштурхувати v_zna:v_oru:v_dav
вишукати v_zna:v_oru:v_dav
вишукатися v_oru
вишуковувати v_zna:v_oru:v_dav
вишуковуватися v_oru
вишукувати v_zna:v_oru:v_dav
вишукуватися v_oru
вищавити v_zna:v_oru:v_dav
вищавляти v_zna:v_oru:v_dav
вище v_rod
вищербити v_zna:v_oru:v_dav
вищербитися v_oru
вищерблювати v_zna:v_oru:v_dav
вищерблюватися v_oru
вищий v_oru
вищипати v_zna:v_oru:v_dav
вищипнути v_zna:v_oru:v_dav
вищипувати v_zna:v_oru:v_dav
вищипуватися v_oru
вищирити v_zna:v_oru:v_dav
вищиритися v_oru
вищирювати v_zna:v_oru:v_dav
вищирюватися v_oru
вищиряти v_zna:v_oru:v_dav
вищирятися v_oru
вищупувати v_zna:v_oru:v_dav
вищупуватися v_oru
виявити v_zna:v_oru:v_dav
виявитися v_oru:v_dav
виявлювати v_zna
виявляти v_zna:v_oru:v_dav
виявлятися v_oru:v_dav
вияскравити v_zna
вияскравлювати v_zna
вияснити v_zna:v_oru
вияснювати v_zna:v_oru
виясняти v_zna:v_oru
ві v_zna:v_mis
вібрувати v_oru
від'єднати v_zna:v_oru:v_dav
від'єднатися v_oru
від'єднувати v_zna:v_oru:v_dav
від'єднуватися v_oru
від'їдати v_zna:v_oru:v_dav
від'їдатися v_oru
від'їжджати v_oru
від'їздити v_oru
від'їздити v_zna:v_oru
від'їсти v_zna:v_oru:v_dav
від'їхати v_oru
від v_rod
відати v_zna:v_oru
відбавити v_zna:v_oru:v_dav
відбавитися v_oru
відбавляти v_zna:v_oru:v_dav
відбавлятися v_oru
відбалакатися v_oru
відбарабанити v_zna:v_oru
відбатовувати v_zna:v_oru:v_dav
відбатожити v_zna:v_oru:v_dav
відбатувати v_zna:v_oru:v_dav
відбезпечити v_zna:v_oru:v_dav
відбивати v_zna:v_oru:v_dav
відбиватися v_oru
відбирати v_zna:v_oru:v_dav
відбиратися v_oru
відбити v_zna:v_oru:v_dav
відбитися v_oru
відбігати v_oru
відбігати v_zna:v_oru
відбігти v_oru
відбілити v_zna:v_oru:v_dav
відбілитися v_oru
відбілювати v_zna:v_oru:v_dav
відбілюватися v_oru
відблискати v_oru
відблискувати v_oru:v_dav
відбоксувати v_zna
відбомбити v_zna:v_oru:v_dav
відбомбитися v_oru
відборонити v_zna:v_oru:v_dav
відборонитися v_oru
відбороняти v_zna:v_oru:v_dav
відборонятися v_oru
відбортувати v_zna:v_oru:v_dav
відбраковувати v_zna:v_oru:v_dav
відбраковуватися v_oru
відбракувати v_zna
відбрести v_oru
відбриніти v_oru
відбрити v_zna:v_oru:v_dav
відбріхуватися v_oru
відбувати v_zna:v_oru
відбуватися v_oru
відбудовувати v_zna:v_oru:v_dav
відбудовуватися v_oru
відбудувати v_zna:v_oru:v_dav
відбудуватися v_oru
відбуксировувати v_zna:v_oru:v_dav
відбуксировуватися v_oru
відбуксирувати v_zna:v_oru:v_dav
відбуксируватися v_oru
відбуксовувати v_zna:v_oru:v_dav
відбуксовуватися v_oru
відбуксувати v_zna:v_oru:v_dav
відбуксуватися v_oru
відбути v_zna:v_oru
відбутися v_oru
відв'язати v_zna:v_oru:v_dav
відв'язатися v_oru
відв'язувати v_zna:v_oru:v_dav
відв'язуватися v_oru
відвабити v_zna:v_oru
відваблювати v_zna:v_oru
відваджувати v_zna:v_oru
відваджуватися v_oru
відвадити v_zna:v_oru:v_dav
відвадитися v_oru
відважити v_zna:v_dav
відважитися v_inf
відважувати v_zna:v_oru:v_dav
відважуватися v_oru
відвалити v_zna:v_oru:v_dav
відвалитися v_oru
відвалювати v_zna:v_oru:v_dav
відвалюватися v_oru
відвантажити v_zna:v_oru:v_dav
відвантажитися v_oru:v_dav
відвантажувати v_zna:v_oru:v_dav
відвантажуватися v_oru:v_dav
відварити v_zna:v_oru:v_dav
відваритися v_oru
відварювати v_zna:v_oru:v_dav
відварюватися v_oru
відведений v_dav
відвезти v_zna:v_oru:v_dav
відвернути v_zna:v_oru:v_dav
відвертати v_zna:v_oru:v_dav
відвертатися v_oru
відвертіти v_zna:v_oru:v_dav
відвести v_zna:v_oru:v_dav
відвестися v_oru
відвикати v_inf
відвикнути v_inf
відвідати v_zna:v_oru
відвідуваніший v_oru
найвідвідуваніший v_oru
відвідувати v_zna:v_oru
відвідуватися v_oru
відвірчувати v_zna:v_oru:v_dav
відвірчуватися v_oru
відвісити v_zna
відвішувати v_zna
відвіювати v_zna:v_oru
відвіяти v_zna:v_oru
відводити v_zna:v_oru:v_dav
відводитися v_oru:v_dav
відвозити v_zna
відвозити v_zna:v_oru:v_dav
відвозитися v_oru:v_dav
відвойовувати v_zna:v_oru
відвойовуватися v_oru
відволікати v_inf:v_zna:v_oru
відволікатися v_oru
відволікти v_inf:v_zna:v_oru
відволіктися v_oru
відволожити v_zna:v_oru:v_dav
відволожитися v_oru
відволожувати v_zna:v_oru:v_dav
відволожуватися v_oru
відволокти v_zna:v_oru:v_dav
відворожити v_zna:v_oru:v_dav
відворожувати v_zna:v_oru:v_dav
відвоювати v_zna:v_oru
відгадати v_zna
відгадувати v_zna
відгалужувати v_zna:v_oru:v_dav
відгалужуватися v_oru
відгалузити v_zna:v_oru:v_dav
відгалузитися v_oru
відгамселити v_zna:v_oru:v_dav
відганяти v_zna:v_oru:v_dav
відганятися v_oru
відгарбати v_zna:v_oru
відгартовувати v_zna:v_oru:v_dav
відгартувати v_zna:v_oru:v_dav
відгарувати v_zna:v_oru
відгвинтити v_zna:v_oru:v_dav
відгвинтитися v_oru
відгвинчувати v_zna:v_oru:v_dav
відгвинчуватися v_oru
відгетькатися v_oru
відгетькувати v_zna:v_oru
відгетькуватися v_oru
відгинати v_zna:v_oru:v_dav
відгинатися v_oru
відгладжувати v_zna:v_oru:v_dav
